frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.checksum,tcp.flags.ack,tcp.len,tcp.connection.syn,tcp.connection.fin,tcp.connection.synack,tcp.connection.rst,http.content_length,http.response.code,http.response.phrase
"1.004011680",,,,,,,,,,,,,,,
"1.004011680",,,,,,,,,,,,,,,
"1.004037840","10.1.1.14","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.004052680",,,,,,,,,,,,,,,
"1.004052680",,,,,,,,,,,,,,,
"1.004078840","10.1.1.18","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.007037840",,,,,,,,,,,,,,,
"1.007062200",,,,,,,,,,,,,,,
"1.007062200","10.1.1.1","10.1.1.14","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.007088840","10.1.1.14","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.007112520","10.1.1.14","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.007112520","10.1.1.1","10.1.1.14","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.007120080","10.1.1.1","10.1.1.14","80","49153","0x0010","0x0000","1","243",,,,,"100","400","Bad Request"
"1.007177840","10.1.1.14","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.012078840",,,,,,,,,,,,,,,
"1.012103200",,,,,,,,,,,,,,,
"1.012103200","10.1.1.1","10.1.1.18","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.012129840","10.1.1.18","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.012155680","10.1.1.18","10.1.1.1","49153","80","0x0010","0x0000","1","116",,,,,,,
"1.012155680","10.1.1.1","10.1.1.18","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.012163240","10.1.1.1","10.1.1.18","80","49153","0x0010","0x0000","1","162",,,,,"10","500","Internal Server Error"
"1.012218520","10.1.1.18","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.106011680",,,,,,,,,,,,,,,
"1.106011680",,,,,,,,,,,,,,,
"1.106037840","10.1.1.11","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.107112520","10.1.1.1","10.1.1.14","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.107137840","10.1.1.14","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.109037840",,,,,,,,,,,,,,,
"1.109062200",,,,,,,,,,,,,,,
"1.109062200","10.1.1.1","10.1.1.11","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.109088840","10.1.1.11","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.109112680","10.1.1.11","10.1.1.1","49153","80","0x0010","0x0000","1","116",,,,,,,
"1.109112680","10.1.1.1","10.1.1.11","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.109120240","10.1.1.1","10.1.1.11","80","49153","0x0010","0x0000","1","150",,,,,"10","404","Not Found"
"1.109163560","10.1.1.11","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.112155680","10.1.1.1","10.1.1.18","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.112181000","10.1.1.18","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.200021441","10.1.1.11","10.1.1.1","49153","80","0x0010","0x0000","1","116",,,,,,,
"1.200021441","10.1.1.1","10.1.1.11","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.200071881","10.1.1.1","10.1.1.11","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.200140321","10.1.1.1","10.1.1.11","80","49153","0x0010","0x0000","1","70",,,,,"1000","404","Not Found"
"1.200159081","10.1.1.11","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.202011680",,,,,,,,,,,,,,,
"1.202011680",,,,,,,,,,,,,,,
"1.202037840","10.1.1.9","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.203011680",,,,,,,,,,,,,,,
"1.203011680",,,,,,,,,,,,,,,
"1.203037840","10.1.1.12","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.204011680",,,,,,,,,,,,,,,
"1.204011680",,,,,,,,,,,,,,,
"1.204037840","10.1.1.20","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.205037840",,,,,,,,,,,,,,,
"1.205062200",,,,,,,,,,,,,,,
"1.205062200","10.1.1.1","10.1.1.9","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.205088840","10.1.1.9","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.205113680","10.1.1.9","10.1.1.1","49153","80","0x0010","0x0000","1","116",,,,,,,
"1.205113680","10.1.1.1","10.1.1.9","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.205121240","10.1.1.1","10.1.1.9","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.205178680","10.1.1.1","10.1.1.9","80","49153","0x0010","0x0000","1","117",,,,,"500","500","Internal Server Error"
"1.205197440","10.1.1.9","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.209112680","10.1.1.1","10.1.1.11","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.209138000","10.1.1.11","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.211037840",,,,,,,,,,,,,,,
"1.211062200",,,,,,,,,,,,,,,
"1.211062200","10.1.1.1","10.1.1.20","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.211088840","10.1.1.20","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.211110520","10.1.1.20","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.211110520","10.1.1.1","10.1.1.20","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.211118080","10.1.1.1","10.1.1.20","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.211182520","10.1.1.1","10.1.1.20","80","49153","0x0010","0x0000","1","105",,,,,"500","404","Not Found"
"1.211223280","10.1.1.20","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.212037840",,,,,,,,,,,,,,,
"1.212062200",,,,,,,,,,,,,,,
"1.212062200","10.1.1.1","10.1.1.12","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.212088840","10.1.1.12","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.212111680","10.1.1.12","10.1.1.1","49153","80","0x0010","0x0000","1","116",,,,,,,
"1.212111680","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.212119240","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.212175680","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.212231120","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.212290560","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.212349000","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.212406440","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.212463880","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.212520320","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.212575760","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.212631200","10.1.1.1","10.1.1.12","80","49153","0x0010","0x0000","1","318",,,,,"5000","404","Not Found"
"1.212720440","10.1.1.12","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.212733000","10.1.1.12","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.212746560","10.1.1.12","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.212759120","10.1.1.12","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.212772680","10.1.1.12","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.300011680",,,,,,,,,,,,,,,
"1.300011680",,,,,,,,,,,,,,,
"1.300037840","10.1.1.6","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.301011680",,,,,,,,,,,,,,,
"1.301011680",,,,,,,,,,,,,,,
"1.301037840","10.1.1.16","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.301037840",,,,,,,,,,,,,,,
"1.301062200",,,,,,,,,,,,,,,
"1.301062200","10.1.1.1","10.1.1.16","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.301088840","10.1.1.16","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.301110520","10.1.1.16","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.301110520","10.1.1.1","10.1.1.16","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.301118080","10.1.1.1","10.1.1.16","80","49153","0x0010","0x0000","1","241",,,,,"100","404","Not Found"
"1.301179680","10.1.1.16","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.304037840",,,,,,,,,,,,,,,
"1.304062200",,,,,,,,,,,,,,,
"1.304062200","10.1.1.1","10.1.1.6","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.304088840","10.1.1.6","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.304110760","10.1.1.6","10.1.1.1","49153","80","0x0010","0x0000","1","117",,,,,,,
"1.304110760","10.1.1.1","10.1.1.6","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.304118320","10.1.1.1","10.1.1.6","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.304173760","10.1.1.1","10.1.1.6","80","49153","0x0010","0x0000","1","105",,,,,"500","404","Not Found"
"1.304192520","10.1.1.6","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.305113680","10.1.1.1","10.1.1.9","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.305139000","10.1.1.9","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.307011680",,,,,,,,,,,,,,,
"1.307011680",,,,,,,,,,,,,,,
"1.307037840","10.1.1.2","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.307037840",,,,,,,,,,,,,,,
"1.307062200",,,,,,,,,,,,,,,
"1.307062200","10.1.1.1","10.1.1.2","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.307088840","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.307112520","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.307112520","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.307120080","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307185520","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307204280","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.307268960","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307332400","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307351160","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.307412840","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307471280","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307490040","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.307593720","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307649160","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307667920","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.307734600","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307793040","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307811800","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.307872480","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307929920","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.307948680","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.308011360","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.308073800","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.308092560","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.308144240","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.308200680","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.308219440","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.308288120","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.308344560","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.308363320","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.308420000","10.1.1.1","10.1.1.2","80","49153","0x0010","0x0000","1","497",,,,,"10000","400","Bad Request"
"1.308493080","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.311110520","10.1.1.1","10.1.1.20","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.311135840","10.1.1.20","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.312111680","10.1.1.1","10.1.1.12","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.312137000","10.1.1.12","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.401110520","10.1.1.1","10.1.1.16","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.401135840","10.1.1.16","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.404110760","10.1.1.1","10.1.1.6","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.404136080","10.1.1.6","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.407112520","10.1.1.1","10.1.1.2","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.407137840","10.1.1.2","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.500011680",,,,,,,,,,,,,,,
"1.500011680",,,,,,,,,,,,,,,
"1.500037840","10.1.1.5","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.500091281","10.1.1.20","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.502011680",,,,,,,,,,,,,,,
"1.502011680",,,,,,,,,,,,,,,
"1.502037840","10.1.1.7","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.505037840",,,,,,,,,,,,,,,
"1.505062200",,,,,,,,,,,,,,,
"1.505062200","10.1.1.1","10.1.1.5","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.505088840","10.1.1.5","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.505113520","10.1.1.5","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.505113520","10.1.1.1","10.1.1.5","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.505121080","10.1.1.1","10.1.1.5","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.505179520","10.1.1.1","10.1.1.5","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.505198280","10.1.1.5","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.505268960","10.1.1.1","10.1.1.5","80","49153","0x0010","0x0000","1","70",,,,,"1000","404","Not Found"
"1.505305880","10.1.1.5","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.510037840",,,,,,,,,,,,,,,
"1.510062200",,,,,,,,,,,,,,,
"1.510062200","10.1.1.1","10.1.1.7","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.510088840","10.1.1.7","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.510111520","10.1.1.7","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.510111520","10.1.1.1","10.1.1.7","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.510119080","10.1.1.1","10.1.1.7","80","49153","0x0010","0x0000","1","162",,,,,"10","500","Internal Server Error"
"1.510169360","10.1.1.7","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.600011680",,,,,,,,,,,,,,,
"1.600011680",,,,,,,,,,,,,,,
"1.600037840","10.1.1.21","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.600037840",,,,,,,,,,,,,,,
"1.600062200",,,,,,,,,,,,,,,
"1.600062200","10.1.1.1","10.1.1.21","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.600088840","10.1.1.21","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.600110520","10.1.1.21","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.600110520","10.1.1.1","10.1.1.21","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.600118080","10.1.1.1","10.1.1.21","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.600173520","10.1.1.1","10.1.1.21","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.600192280","10.1.1.21","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.600247960","10.1.1.1","10.1.1.21","80","49153","0x0010","0x0000","1","72",,,,,"1000","400","Bad Request"
"1.600285040","10.1.1.21","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.600510441","10.1.1.9","10.1.1.1","49153","80","0x0010","0x0000","1","116",,,,,,,
"1.601206281","10.1.1.16","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.603011680",,,,,,,,,,,,,,,
"1.603011680",,,,,,,,,,,,,,,
"1.603037840","10.1.1.17","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.603063680",,,,,,,,,,,,,,,
"1.603063680",,,,,,,,,,,,,,,
"1.603089840","10.1.1.19","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.604037840",,,,,,,,,,,,,,,
"1.604062200",,,,,,,,,,,,,,,
"1.604062200","10.1.1.1","10.1.1.17","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.604088840","10.1.1.17","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.604110760","10.1.1.17","10.1.1.1","49153","80","0x0010","0x0000","1","117",,,,,,,
"1.604110760","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.604118320","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.604175760","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.604194520","10.1.1.17","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.604244200","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.604310640","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.604329400","10.1.1.17","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.604388080","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.604445520","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.604500960","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.604558400","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.604613840","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.604670280","10.1.1.1","10.1.1.17","80","49153","0x0010","0x0000","1","318",,,,,"5000","404","Not Found"
"1.604805280","10.1.1.17","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.604817840","10.1.1.17","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.604835400","10.1.1.17","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.605011680",,,,,,,,,,,,,,,
"1.605011680",,,,,,,,,,,,,,,
"1.605037840","10.1.1.3","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.605113520","10.1.1.1","10.1.1.5","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.605138840","10.1.1.5","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.608011680",,,,,,,,,,,,,,,
"1.608011680",,,,,,,,,,,,,,,
"1.608037840","10.1.1.8","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.610089840",,,,,,,,,,,,,,,
"1.610111520","10.1.1.1","10.1.1.7","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.610114200",,,,,,,,,,,,,,,
"1.610121080","10.1.1.1","10.1.1.19","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.610139840","10.1.1.7","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.610189720","10.1.1.19","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.610213400","10.1.1.19","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.610213400","10.1.1.1","10.1.1.19","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.610220960","10.1.1.1","10.1.1.19","80","49153","0x0010","0x0000","1","243",,,,,"100","400","Bad Request"
"1.610280720","10.1.1.19","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.614037840",,,,,,,,,,,,,,,
"1.614043920",,,,,,,,,,,,,,,
"1.614074280",,,,,,,,,,,,,,,
"1.614074280","10.1.1.1","10.1.1.8","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.614100920","10.1.1.8","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.614132000","10.1.1.8","10.1.1.1","49153","80","0x0010","0x0000","1","119",,,,,,,
"1.614132000","10.1.1.1","10.1.1.8","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.614139560","10.1.1.1","10.1.1.8","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614205000","10.1.1.1","10.1.1.8","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614223760","10.1.1.8","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.614287440","10.1.1.1","10.1.1.8","80","49153","0x0010","0x0000","1","70",,,,,"1000","404","Not Found"
"1.614327360","10.1.1.8","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.614408200",,,,,,,,,,,,,,,
"1.614408200","10.1.1.1","10.1.1.3","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.614434840","10.1.1.3","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.614456760","10.1.1.3","10.1.1.1","49153","80","0x0010","0x0000","1","117",,,,,,,
"1.614456760","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.614464320","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614520760","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614539520","10.1.1.3","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.614589200","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614644640","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614700080","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614757520","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614812960","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614871400","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614926840","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.614984280","10.1.1.1","10.1.1.3","80","49153","0x0010","0x0000","1","320",,,,,"5000","400","Bad Request"
"1.615750400","10.1.1.3","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.615764960","10.1.1.3","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.615778520","10.1.1.3","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.615801080","10.1.1.3","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.700011680",,,,,,,,,,,,,,,
"1.700011680",,,,,,,,,,,,,,,
"1.700046281","10.1.1.8","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.700046281","10.1.1.1","10.1.1.8","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.700096721","10.1.1.1","10.1.1.8","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.700152161","10.1.1.1","10.1.1.8","80","49153","0x0010","0x0000","1","70",,,,,"1000","404","Not Found"
"1.700170921","10.1.1.8","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.700200321","10.1.1.1","10.1.1.20","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.700224881","10.1.1.1","10.1.1.21","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.700258201","10.1.1.21","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.700285840","10.1.1.13","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
"1.700285840",,,,,,,,,,,,,,,
"1.700310200",,,,,,,,,,,,,,,
"1.700310200","10.1.1.1","10.1.1.13","80","49153","0x0012","0x0000","1","0",,,"1",,,,
"1.700336840","10.1.1.13","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.700359520","10.1.1.13","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.700359520","10.1.1.1","10.1.1.13","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.700367080","10.1.1.1","10.1.1.13","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.700423520","10.1.1.1","10.1.1.13","80","49153","0x0010","0x0000","1","105",,,,,"500","404","Not Found"
"1.700442280","10.1.1.13","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.700510281","10.1.1.19","10.1.1.1","49153","80","0x0010","0x0000","1","114",,,,,,,
"1.700510281","10.1.1.1","10.1.1.19","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.700560721","10.1.1.1","10.1.1.19","80","49153","0x0010","0x0000","1","536",,,,,,,
"1.700625161","10.1.1.1","10.1.1.19","80","49153","0x0010","0x0000","1","82",,,,,"1000","500","Internal Server Error"
"1.700673921","10.1.1.19","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.701299521","10.1.1.9","10.1.1.1","49153","80","0x0010","0x0000","1","117",,,,,,,
"1.701299521","10.1.1.1","10.1.1.9","80","49153","0x0010","0x0000","1","0",,,,,,,
"1.704110760","10.1.1.1","10.1.1.17","80","49153","0x0011","0x0000","1","0",,"1",,,,,
"1.704136080","10.1.1.17","10.1.1.1","49153","80","0x0010","0x0000","1","0",,,,,,,
"1.709011680",,,,,,,,,,,,,,,
"1.709011680",,,,,,,,,,,,,,,
"1.709037840","10.1.1.4","10.1.1.1","49153","80","0x0002","0x0000","0","0","1",,,,,,
